ID,질문,대답,
1360,차동혁 교수님 번호 알려줘,031)8041-0454,0.393882719
1361, 18학번 전공필수 알려주오,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계2",0.149794023
1362,19학번 전필 과목 알려줘,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계2",0.651134269
1363,메카 학생회장 누굽니까요?,임현종,0.255677474
1364,B동 학과 행정실 어디야,공학관 B동 307호,0.138834572
1365,기초교과 알려주세요,"글쓰기, 영어1.2, 글로벌잉글리쉬, 가치와비전, 창의와실천",0.070615115
1366,메카 융합전공,"스마트팩토리, 인공지능융합,지능형로봇융합",0.642078833
1367,컴퓨터응용설계1은 뭐 배워?,"전공선택
제도이론의 숙지, 투상법, 도형의 표시, 치수기입법에 대한 학습을 통해 도면화할 수 있는 능력을 확보하고, 3차원 설계 기본개념과 SolidWorks사용법의 학습을 통해 가공하지 않고 3차원 구조물을 설계할 수 있는 능력을 갖게 한다.",0.025549652
1368,C프로그래밍2에 대해 알려주면 감사하겠습니다,"기초선택(전공)
공학의 실용적인 문제와 관련하여 시스템의 모델링, 동적거동을 해석하는데 필요한 수학을 학습한다.",0.927417113
1369,메카 연구실 뭐 있는지 좀 알려줘,"지능메카트로닉스 EH
마이크로/나노 자동화 시스템 EH
차세대 정밀모터 시스템 EH
지능로봇 부품 EH
태양광 발전 및 센서 융합 EH",0.716603563
1370,차동혁 교수님 연구실 위치가 어디오,공학관 B동 316호,0.031187369
1371,정명진 교수님 연락처 좀,031)8941-0461,0.776198356
1372,컴퓨터응용설계2는 뭐 배우노?,"전공선택
제도이론의 숙지, 투상법, 도형의 표시, 치수기입법에 대한 학습을 통해 도면화할 수 있는 능력을 확보하고, 3차원 설계 기본개념과 SolidWorks사용법의 학습을 통해 가공하지 않고 3차원 구조물을 설계할 수 있는 능력을 갖게 한다.",0.153895929
1373,시스템제어공학에 대해 알려주면 감사하겠습니다,"전공선택
근궤적해석, 주파수응답해석, 제어시스템 설계기법 및 PID 제어기 튜닝방법 등",0.00838846
1374, 18학번 전공필수과목 알려주오,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계2",0.23543502
1375,전기회로2는 뭘 배울까요?,"전공필수
가정 및 산업용의 실용적인 교류회로를 이해한다. 교류회로에서 사용되는 부하소자인 저항, 인덕턴스 및 커패시턴스의 특성을 이해하고 이를 이용한 회로구성 및 해석을 중점적으로 배운다. 또한 실험을 통하여 전반적인 전기회로 특성을 이해한다.",0.259319705
1376,제어용통신은 뭐 가르쳐?,"전공선택
제어 시스템간의 정보/데이터 통신을 위한 통신기법 및 네트워크 기법을 배우고, 이를 이용한 제어 시스템간의 통신능력을 배양",0.495247711
1377,16학번 졸업요건을 알려줘,"학점기준
졸업학점: 150, 교양: 27, 계열기초: 30, 전공: 75, 현장실무:4
어학자격
토익 550점",0.046632731
1378,신호및시스템에 대해 알려주소,"전공선택
실생활이나 공학 분야의 신호와 시스템의 특성에 대해서 학습한다. 연속(Continuous-time) 및 이산(Discrete-time) 신호와 다양한 수학적 도구(푸리에 표현, 라플라스 변환, Z변환)를 이용하여 신호 및 시스템을 해석하고 분석하는 방법을 학습한다.",0.879672978
1379,재료역학은 뭐 배워?,"전공선택
각 부재의 안정성을 판단하기 위해 구조물의 역학적 해석능력을 키우고 이를 반영한 구조물 설계개선능력을 갖추도록 하는데 있다.",0.026000169
1380,컴퓨터응용설계2는 뭘 배우나요?,"전공선택
제도이론의 숙지, 투상법, 도형의 표시, 치수기입법에 대한 학습을 통해 도면화할 수 있는 능력을 확보하고, 3차원 설계 기본개념과 SolidWorks사용법의 학습을 통해 가공하지 않고 3차원 구조물을 설계할 수 있는 능력을 갖게 한다.",0.402447666
1381,마이크로컴퓨터구조에 대해 알려주시오,"전공선택
마이크로프로세서의 중앙처리 장치, 레지스터, 산술연산장치 및 내부 주변회로 등의 하드웨어 구조를 이해하고, 기억장치 및 외부 주변 장치와의 인터페이스 방법 등에 대해 학습하여 마이크로컴퓨터시스템의 구축방법을 습득한다. 또한 마이크로컴퓨터 프로그래밍을 위한 C언어를 이해하고 C언어를 이용하여 마이크로컴퓨터 시스템을 동작시키는 방법을 실습과 더불어 습득한다.",0.759319313
1382,컴퓨터응용설계1은 뭐 가르치지?,"전공선택
제도이론의 숙지, 투상법, 도형의 표시, 치수기입법에 대한 학습을 통해 도면화할 수 있는 능력을 확보하고, 3차원 설계 기본개념과 SolidWorks사용법의 학습을 통해 가공하지 않고 3차원 구조물을 설계할 수 있는 능력을 갖게 한다.",0.01839311
1383,남윤석 교수님 연구실 위치가 어디노,공학관 B동 317호,0.072345404
1384, 18학번 전공필수 알려줘,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계2",0.970031462
1385,어떤 메카 랩실이 있습니까?,"지능메카트로닉스 EH
마이크로/나노 자동화 시스템 EH
차세대 정밀모터 시스템 EH
지능로봇 부품 EH
태양광 발전 및 센서 융합 EH",0.156934778
1386,컴퓨터응용설계2는 뭐 배워?,"전공선택
제도이론의 숙지, 투상법, 도형의 표시, 치수기입법에 대한 학습을 통해 도면화할 수 있는 능력을 확보하고, 3차원 설계 기본개념과 SolidWorks사용법의 학습을 통해 가공하지 않고 3차원 구조물을 설계할 수 있는 능력을 갖게 한다.",0.48506059
1387,B동 과사 번호 뭐노,031-8041-0450,0.762884518
1388,이원봉 교수님 번호 내놔,031)8041-0384,0.179671533
1389,전기회로2는 뭐 배워?,"전공필수
가정 및 산업용의 실용적인 교류회로를 이해한다. 교류회로에서 사용되는 부하소자인 저항, 인덕턴스 및 커패시턴스의 특성을 이해하고 이를 이용한 회로구성 및 해석을 중점적으로 배운다. 또한 실험을 통하여 전반적인 전기회로 특성을 이해한다.",0.678768439
1390,허헌 교수님 연락처 알려줘,031)8041-0463,0.151734563
1391,디지털회로는 뭐 가르치세요?,"전공필수
디지털의 수 체계 및 조합논리와 순서회로를 이해하여 디지털시스템의 동작원리의 이해 및 설계능력을 갖추도록 하고, 마이크로프로세서 및 컴퓨터시스템을 이해하기 위한 기본능력을 갖추도록 한다.",0.65207724
1392,16학번 졸업기준 좀 알려주세요,"학점기준
졸업학점: 150, 교양: 27, 계열기초: 30, 전공: 75, 현장실무:4
어학자격
토익 550점",0.189878937
1393,메카 랩실 어떤게 있어?,"지능메카트로닉스 EH
마이크로/나노 자동화 시스템 EH
차세대 정밀모터 시스템 EH
지능로봇 부품 EH
태양광 발전 및 센서 융합 EH",0.925734037
1394,메카트로닉스 공학과 학생 회장 누구에요?,임현종,0.968348256
1395,메카 학생부회장 누굽니까요?,안태준,0.129052751
1396,디지털회로실험은 뭘 배우나요?,"전공필수
'디지털회로'교과에서 학습한 디지털 조합/순차 논리회로에 대한 실험 및 실습을 통해 회로 동작의 원리와 특성을 이해한다.",0.552151414
1397,16학번 졸업기준이 어떻게 돼??,"학점기준
졸업학점: 150, 교양: 27, 계열기초: 30, 전공: 75, 현장실무:4
어학자격
토익 550점",0.025482259
1398,차동혁 교수님 연락처 알려줘,031)8041-0454,0.109505525
1399,17학번 졸업요건이 궁금해,"학점기준
졸업학점: 140, 교양: 25, 계열기초: 30, 전공: 70, 현장실무:4
어학자격
토익 550점",0.625408946
1400,서보전동기1은 뭐 가르치나요?,"전공선택
서보 제어시스템의 주요 구동원으로 이용되는 전동기에 대한 이론과 실험을 병행하여 배운다. 이 교과의 이수로 제어시스템 설계를 전동기의 특성, 전달함수 등을 알 수 있고 전동기의 운용상의 일반적 문제점을 자율적으로 해결할 수 있다.",0.976857037
1401,PLC제어에 대해 알려주시오,"전공선택
자동화에 많이 활용되고 있는 PLC-공압 시스템 구축을 위해 공압제어기술의 개념, 공압발생장치, 작동요소, 제어요소(공압 밸브) 등의 공압시스템의 구성요소들의 종류, 작동원리, 시스템에서의 역할을 배우며, 전기 시퀀스 구성요소, 원리및 용도들을 익혀 전기-공압회로 설계법 등을 이론 및 실습을 통해 익힌다. 또한 자동화 시스템에서 제어기로 가장 많이 활용되고 있는 PLC의 구성과 원리, 선정법, PLC프로그래밍들을 이론과 실습으로 익힌다.",0.005269409
1402,이익현 교수님 연락처 알려줘,031) 8041-0467,0.209244525
1403,이석원 교수님 연구실 위치가 어디야,공학관 B동 407호,0.201258239
1404, 18학번 전필 과목 알려주시오,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계2",0.513508725
1405,B동 과사 번호 알려주오,031-8041-0450,0.474796671
1406,메카 연구실은 뭐가 있나?,"지능메카트로닉스 EH
마이크로/나노 자동화 시스템 EH
차세대 정밀모터 시스템 EH
지능로봇 부품 EH
태양광 발전 및 센서 융합 EH",0.327969222
1407,김효영 교수님 이메일 뭐야,kimhy@kpu.ac.kr,0.856448985
1408,이양희 교수님 연구실 위치 좀요,공학관 B동 309호,0.032523836
1409,메카 학과 행정실 번호 좀 알려주오,031-8041-0450,0.159603333
1410,메카트로닉스공학과 학생부회장 좀 알려줄래?,안태준,0.417497018
1411,메카 과사 위치,공학관 B동 307호,0.102930602
1412,20학번 전공필수과목은 뭘까?,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계2",0.742046541
1413,메카트로닉스 공학과 학생부회장 누굴까나?,안태준,0.100530349
1414,전자회로에 대해 알려주시면 감사하겠습니다,"전공필수
전자소자의 특성 및 응용회로들에 대해 학습한다. 반도체 원리 및 이를 이용한 기본 전자소자인 다이오드 및 트랜지스터의 구조와 동작원리에 대해 학습하고, 이러한 기본 전자소자들로 구성된 대표적인 집적회로인 연산증폭기에 대해 학습하여 전자회로의 분석 및 설계 능력을 배양한다.",0.045805957
